depart,intellig,laboratori,file,home,cs,comput,scienc,pp,cours,group,network,solut,research,program,rice,homework,assign,columbia,pittsburgh,parallel,georgia,urc,robot,server,project,inform,austin,page,classification
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,2,0,0,8,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,course
0,0,0,0,2,0,1,1,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,2,course
0,0,0,0,0,0,2,1,0,1,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,2,0,2,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,course
1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,course
1,0,0,1,0,2,5,2,0,3,0,0,3,0,1,0,3,3,0,0,2,0,0,0,0,0,0,0,2,course
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,course
0,0,0,7,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,10,1,0,2,course
1,0,0,0,1,0,1,1,0,2,0,0,0,1,2,0,7,1,0,0,0,0,0,0,0,3,2,0,1,course
0,0,0,3,4,3,14,2,0,0,1,2,1,0,1,0,0,12,0,0,0,0,0,0,0,1,2,0,4,course
0,0,0,1,0,3,3,0,0,4,0,0,0,0,13,0,0,7,0,0,0,0,0,0,0,0,1,0,0,course
0,0,0,0,4,3,5,4,0,18,1,0,0,0,5,0,4,8,0,0,0,0,0,0,0,8,2,0,7,course
0,0,0,0,4,4,6,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,4,course
0,0,0,0,4,5,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,course
0,0,0,0,4,5,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,course
0,0,0,0,4,6,4,3,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,4,0,4,course
0,0,0,0,0,2,8,0,0,8,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,0,1,3,3,1,0,4,0,0,5,0,3,0,8,3,0,0,0,0,0,0,0,5,3,0,1,course
0,0,0,0,3,5,11,1,0,4,0,0,4,1,0,0,8,3,0,0,0,0,0,0,0,0,2,0,3,course
0,0,0,0,1,4,8,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,2,course
0,0,0,1,3,5,2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,4,course
0,5,0,0,4,4,2,1,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,4,0,4,course
0,0,0,2,3,3,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,6,course
0,0,0,0,2,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,course
0,0,0,2,3,3,1,1,0,1,0,2,0,1,5,0,1,1,0,0,0,0,0,0,0,1,5,0,6,course
0,0,0,0,3,3,2,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,7,course
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,course
0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,4,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,4,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,2,0,0,0,0,1,0,0,4,0,0,1,1,1,0,0,0,0,0,17,0,0,0,0,0,0,0,2,course
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,3,1,0,0,course
0,0,0,9,1,0,0,0,0,7,0,0,22,0,11,0,51,16,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,course
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,0,1,2,1,0,8,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,2,1,0,1,course
1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,course
0,0,0,11,2,0,2,2,0,4,0,0,12,0,5,0,15,10,0,0,0,0,0,0,0,0,1,0,5,course
0,0,0,0,5,0,3,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,6,course
0,0,0,0,1,0,2,0,0,2,0,5,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,course
0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,1,0,0,0,course
1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,course
1,0,0,0,2,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,course
1,0,0,0,2,0,1,2,0,4,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,7,course
3,1,0,0,0,0,14,4,0,10,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,2,4,0,0,course
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,1,course
0,0,0,0,0,0,2,2,0,1,0,0,0,0,6,0,0,8,0,0,6,0,0,0,0,5,0,0,1,course
0,0,0,0,3,0,2,2,0,3,0,0,11,0,3,0,19,1,0,0,0,0,0,0,0,10,0,0,6,course
0,0,0,4,0,0,0,0,0,0,0,3,10,0,4,0,23,1,0,0,0,0,0,0,0,17,1,0,0,course
0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,9,0,0,0,0,0,0,0,0,2,0,0,0,course
0,0,0,3,0,0,1,0,0,0,0,0,10,0,2,0,15,1,0,0,0,0,0,0,0,11,1,0,0,course
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,4,0,0,0,course
0,0,0,0,1,0,3,1,0,2,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,2,2,0,4,course
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,1,0,0,1,0,2,0,0,13,0,0,0,16,0,0,0,0,0,0,0,0,3,5,0,4,course
0,0,1,2,0,2,1,0,0,12,0,1,10,0,4,0,20,7,0,0,0,0,0,0,0,2,0,0,0,course
0,0,0,2,0,0,1,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,15,course
1,0,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
1,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,course
0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,course
1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,course
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,2,1,0,0,0,0,0,0,2,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,3,course
0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,course
0,0,0,0,1,0,8,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,course
0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,1,0,4,course
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,course
0,0,0,2,1,0,0,1,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,course
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,course
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,course
0,0,0,1,5,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,11,course
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,3,course
1,0,0,0,2,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,course
0,0,0,0,1,0,2,2,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,8,course
0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,course
0,0,0,0,3,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,8,course
0,0,0,0,3,0,3,0,0,2,1,0,2,0,6,0,1,9,0,0,0,0,0,0,0,0,1,0,4,course
1,0,0,0,1,0,4,1,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,5,0,6,course
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,2,0,3,course
0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,7,course
0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,course
0,0,0,1,0,0,0,0,5,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,2,course
2,0,0,0,2,0,1,1,0,5,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,4,0,4,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,course
0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,course
0,0,0,0,0,0,0,0,0,3,2,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,2,0,1,course
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,course
1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,3,1,0,22,1,0,2,3,1,1,3,13,0,7,10,0,0,5,0,0,0,6,10,1,0,4,course
0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,course
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,course
1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,2,0,1,course
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,course
0,0,0,0,1,0,3,0,0,5,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,course
0,0,0,0,2,0,4,2,0,11,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,4,0,9,course
0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,course
0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,course
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,course
0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,course
0,0,0,0,0,1,1,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,0,2,1,0,0,1,0,0,7,2,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,4,course
0,0,0,4,0,2,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,course
0,0,0,6,0,2,17,1,0,7,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,3,0,30,course
0,0,0,0,1,1,13,0,2,9,1,11,0,4,1,0,0,0,0,0,1,0,0,0,13,3,3,1,30,course
0,0,0,0,0,0,3,1,0,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,4,0,4,course
0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,3,7,0,0,0,7,0,0,1,0,6,2,2,3,0,0,0,0,0,0,0,0,0,0,8,course
1,0,0,10,0,3,2,1,0,3,1,0,14,0,1,0,18,1,0,0,0,0,0,0,0,0,1,2,0,course
0,0,0,2,0,3,1,0,0,0,1,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,course
0,0,0,1,0,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,course
0,0,0,0,2,0,0,0,0,0,1,10,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,3,course
0,0,1,0,0,1,14,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,course
0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,course
0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,course
1,0,1,2,6,0,5,2,2,9,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,7,0,8,course
0,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,4,4,0,2,course
0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,course
0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,0,0,0,5,0,9,0,0,1,0,0,3,0,0,0,0,0,14,0,0,0,1,0,0,0,6,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,course
1,1,0,0,0,0,3,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,course
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,course
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,1,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,1,0,1,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,course
0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,0,1,0,11,1,0,1,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,3,0,2,course
1,0,1,0,3,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,course
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,course
0,2,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,5,0,5,course
0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,2,0,0,course
0,0,0,0,2,2,3,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,1,course
0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
0,2,0,0,0,4,0,0,0,6,0,1,0,0,10,0,0,4,0,0,0,0,0,0,0,0,4,0,1,course
0,0,0,0,0,1,10,1,0,2,3,0,2,2,0,0,9,14,0,0,4,0,0,0,0,6,1,0,0,course
0,0,0,0,0,0,4,0,0,1,1,0,5,0,0,0,7,7,0,0,3,0,0,0,0,3,2,0,0,course
0,0,0,0,3,4,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,2,course
0,0,0,0,2,3,2,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,1,0,1,course
0,0,0,0,0,5,2,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,course
0,0,0,3,4,5,0,0,0,0,0,0,7,0,14,0,0,2,0,0,0,0,0,0,0,1,3,0,7,course
0,0,0,0,1,6,2,1,1,2,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,4,0,2,course
0,0,0,0,2,4,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,3,course
0,0,0,1,1,4,3,3,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,2,course
0,0,0,2,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,course
0,0,0,0,2,4,4,2,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,3,0,1,course
0,1,1,0,0,3,10,2,0,3,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,course
0,2,0,0,0,9,3,0,0,3,4,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,course
0,1,0,0,2,5,2,1,0,5,3,7,0,0,1,0,15,18,0,0,0,0,0,0,3,1,1,0,4,course
0,0,0,1,0,3,5,5,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,course
1,0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,5,course
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,course
1,0,0,0,8,5,14,4,0,7,0,0,1,1,22,0,0,13,0,0,0,0,0,0,0,0,1,0,5,course
0,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,4,0,2,course
0,0,0,0,2,2,1,1,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,course
1,0,0,0,0,3,5,4,0,1,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,course
1,0,0,0,0,0,5,3,0,4,0,3,0,1,13,0,0,7,0,0,19,0,0,0,0,0,4,0,0,course
0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,course
0,0,0,0,5,1,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,6,course
0,0,0,0,0,2,6,4,0,5,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,course
0,0,0,0,0,3,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,course
0,0,0,1,0,2,7,1,0,4,0,0,2,0,0,0,2,15,0,0,0,0,0,0,0,0,4,0,1,course
0,0,0,0,1,4,2,0,0,3,0,7,3,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,course
0,0,0,1,1,2,2,2,0,4,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,1,course
0,7,2,0,2,4,2,3,0,7,0,2,0,1,0,0,0,7,0,0,0,0,0,1,0,0,3,0,4,course
0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,course
0,0,0,0,0,2,4,1,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,course
0,0,0,5,0,3,4,2,0,5,1,3,0,7,2,0,3,5,0,0,1,0,0,0,0,7,2,0,1,course
